Date,Vessel,DWT,Origin,Destination,Cargo,Quantity,Rate,Laycan,Contract type
2022-12-16,Cape Fortune,75156,Taboneo,Vizag,Coal,72032,9.2,2023-01-04/2023-01-10,Time Charter
2024-08-07,Atlantic Eagle,74388,Newcastle,Gopalpur,Coal,69938,15.27,2024-08-15/2024-08-18,Time Charter
2020-05-30,Ocean Horizon,166623,Novorossiysk (Black Sea),Gopalpur,Coal,160543,19.43,2020-06-14/2020-06-19,Spot
2025-02-03,Silver Discovery,175492,Vostochny (Far East),Haldia,Coal,165309,22.81,2025-02-10/2025-02-15,Spot
2020-03-01,Atlantic Legacy,159676,Newcastle,Haldia,Coal,147317,18.39,2020-03-12/2020-03-15,Spot
2020-03-01,Blue Glory,80835,Baltimore,Vizag,Coal,77458,33.51,2020-03-21/2020-03-26,Time Charter
2022-02-19,Trade Navigator,177185,Novorossiysk (Black Sea),Paradip,Coal,171338,21.14,2022-03-10/2022-03-13,Spot
2025-06-03,Atlantic Spirit,74574,Gladstone,Vizag,Coal,68717,14.87,2025-06-14/2025-06-17,Time Charter
2023-08-13,Southern Phoenix,171793,Beira,Vizag,Coal,158925,18.3,2023-08-24/2023-08-28,Spot
2023-06-14,Blue Spirit,157340,Baltimore,Vizag,Coal,146861,29.69,2023-07-04/2023-07-07,Spot
2023-02-14,Coral Harmony,80961,Ust-Luga (Baltic),Dhamra,Coal,76985,18.3,2023-02-24/2023-03-03,Time Charter
2021-08-23,Silver Voyager,174115,Newcastle,Dhamra,Coal,152880,13.79,2021-09-09/2021-09-14,Spot
2021-01-25,Royal Discovery,76892,Vostochny (Far East),Dhamra,Coal,70829,24.35,2021-02-08/2021-02-12,COA
2023-12-11,Pacific Horizon,157699,Muara Pantai,Haldia,Coal,144844,9.41,2023-12-19/2023-12-23,Time Charter
2021-02-24,Southern Pioneer,76054,Muara Pantai,Dhamra,Coal,71661,12.03,2021-03-04/2021-03-09,Spot
2020-03-31,Silver Legacy,76415,Dalrymple Bay,Gopalpur,Coal,72716,15.26,2020-04-13/2020-04-20,Time Charter
2023-02-14,Global Spirit,162509,New Orleans,Gangavaram,Coal,148518,34.16,2023-02-23/2023-02-26,Time Charter
2024-07-08,Northern Discovery,77473,Vostochny (Far East),Vizag,Coal,73187,24.25,2024-07-19/2024-07-24,Spot
2025-10-31,Trade Trader,155945,Vostochny (Far East),Gangavaram,Coal,148900,22.21,2025-11-11/2025-11-14,Time Charter
2020-01-31,Pacific Legacy,167816,Gladstone,Paradip,Coal,156148,17.04,2020-02-18/2020-02-22,Spot
2021-09-22,Coral Venture,80913,Vostochny (Far East),Vizag,Coal,77547,20.84,2021-10-13/2021-10-20,Spot
2023-10-12,Western Horizon,81303,Novorossiysk (Black Sea),Paradip,Coal,76210,22.94,2023-10-26/2023-11-02,COA
2021-10-22,Atlantic Legacy,80415,Hay Point,Vizag,Coal,77275,16.03,2021-11-04/2021-11-08,Spot
2021-06-24,Western Spirit,80400,Samarinda,Gopalpur,Coal,77887,10.71,2021-07-09/2021-07-13,Spot
2021-03-26,Crown Falcon,179565,Vostochny (Far East),Vizag,Coal,157463,20.43,2021-04-07/2021-04-12,COA
2024-04-09,Northern Discovery,81533,Hampton Roads,Haldia,Coal,77593,32.17,2024-04-27/2024-05-04,COA
2020-03-31,Eastern Harmony,167601,Vostochny (Far East),Vizag,Coal,161809,20.43,2020-04-18/2020-04-22,Time Charter
2024-08-07,Trade Horizon,177181,Taboneo,Gopalpur,Coal,169381,8.05,2024-08-17/2024-08-21,COA
2024-03-10,Northern Glory,161714,Novorossiysk (Black Sea),Paradip,Coal,156604,23.98,2024-03-27/2024-04-01,COA
2022-08-18,Star Glory,81438,Vostochny (Far East),Haldia,Coal,78783,21.44,2022-09-04/2022-09-11,COA
2020-09-27,Eastern Eagle,78028,Hampton Roads,Vizag,Coal,67551,37.05,2020-10-09/2020-10-14,Spot
2025-04-04,Ocean Legacy,162510,Beira,Haldia,Coal,149591,22.13,2025-04-22/2025-04-28,Spot
2021-08-23,Golden Falcon,81769,Newcastle,Gopalpur,Coal,78145,15.07,2021-09-13/2021-09-18,Spot
2024-10-06,Blue Spirit,154815,Muara Pantai,Haldia,Coal,144212,10.72,2024-10-19/2024-10-26,Time Charter
2025-08-02,Sea Fortune,178949,Nacala,Gopalpur,Coal,172552,21.49,2025-08-09/2025-08-13,Spot
2022-04-20,Coral Eagle,77513,Nacala,Dhamra,Coal,67437,20.03,2022-05-08/2022-05-11,Spot
2023-01-15,Atlantic Navigator,80040,Ust-Luga (Baltic),Gangavaram,Coal,75463,20.49,2023-01-22/2023-01-25,Spot
2023-11-11,Global Endeavour,74995,Ust-Luga (Baltic),Gangavaram,Coal,68851,20.91,2023-11-27/2023-12-04,Spot
2022-07-19,Blue Horizon,173186,Hampton Roads,Paradip,Coal,157931,29.45,2022-07-27/2022-08-01,Spot
2021-08-23,Coral Spirit,170322,Beira,Dhamra,Coal,149916,22.97,2021-09-04/2021-09-09,COA
2024-02-09,Southern Venture,75146,Muara Pantai,Gopalpur,Coal,64437,10.93,2024-02-28/2024-03-05,Spot
2023-11-11,Royal Eagle,159478,Hampton Roads,Gopalpur,Coal,143712,33.31,2023-11-26/2023-12-03,Spot
2022-06-19,Southern Spirit,157192,Gladstone,Gangavaram,Coal,142207,19.05,2022-07-03/2022-07-10,Spot
2023-03-16,Cape Falcon,75212,Baltimore,Haldia,Coal,65683,34.53,2023-03-27/2023-04-02,Time Charter
2024-06-08,Northern Fortune,166290,Hampton Roads,Vizag,Coal,146339,30.44,2024-06-15/2024-06-21,Spot
2024-10-06,Eastern Falcon,74838,Nacala,Gopalpur,Coal,66588,17.63,2024-10-25/2024-10-30,COA
2020-07-29,Ocean Horizon,181748,Hampton Roads,Gopalpur,Coal,160672,31.21,2020-08-10/2020-08-16,Time Charter
2024-06-08,Southern Discovery,160225,Vostochny (Far East),Gopalpur,Coal,146526,23.0,2024-06-24/2024-06-28,Time Charter
2020-10-27,Bay Discovery,79170,Gladstone,Vizag,Coal,72799,18.36,2020-11-07/2020-11-11,COA
2024-06-08,Star Venture,76230,Beira,Haldia,Coal,65372,20.37,2024-06-21/2024-06-27,Spot
2021-12-21,Western Spirit,151975,Baltimore,Gopalpur,Coal,133842,32.11,2021-12-28/2022-01-04,COA
2020-10-27,Cape Voyager,76513,Muara Pantai,Gopalpur,Coal,69560,9.49,2020-11-07/2020-11-11,Spot
2025-10-01,Southern Eagle,174306,Hay Point,Gangavaram,Coal,164693,17.13,2025-10-12/2025-10-17,Spot
2022-01-20,Golden Endeavour,171554,Vostochny (Far East),Gopalpur,Coal,161920,20.24,2022-02-09/2022-02-16,Spot
2021-11-21,Blue Spirit,150262,Dalrymple Bay,Haldia,Coal,139421,17.36,2021-12-01/2021-12-07,Spot
2020-11-26,Golden Glory,77953,Muara Pantai,Gangavaram,Coal,73408,10.6,2020-12-08/2020-12-13,Time Charter
2022-05-20,Silver Endeavour,80302,Nacala,Gangavaram,Coal,74554,18.42,2022-06-01/2022-06-05,Spot
2024-04-09,Star Navigator,164541,Nacala,Haldia,Coal,147030,18.51,2024-04-17/2024-04-21,COA
2020-05-30,Ocean Venture,76212,Ust-Luga (Baltic),Dhamra,Coal,70065,25.92,2020-06-09/2020-06-14,Time Charter
2022-04-20,Royal Phoenix,165897,Hampton Roads,Paradip,Coal,151543,32.08,2022-05-10/2022-05-15,Spot
2025-02-03,Silver Pioneer,77653,Hay Point,Haldia,Coal,72099,15.8,2025-02-24/2025-02-28,Spot
2023-09-12,Grand Horizon,77502,Novorossiysk (Black Sea),Vizag,Coal,67932,23.08,2023-10-03/2023-10-06,Spot
2022-05-20,Eastern Navigator,75548,Ust-Luga (Baltic),Haldia,Coal,72269,20.34,2022-06-10/2022-06-16,Spot
2020-01-31,Royal Progress,173905,New Orleans,Vizag,Coal,155119,29.87,2020-02-19/2020-02-24,Spot
2022-03-21,Northern Navigator,78724,Muara Pantai,Vizag,Coal,67990,11.95,2022-04-04/2022-04-07,Spot
2022-05-20,Coral Phoenix,154962,Novorossiysk (Black Sea),Gangavaram,Coal,137686,23.18,2022-06-08/2022-06-12,Spot
2024-10-06,Silver Phoenix,74500,Hampton Roads,Dhamra,Coal,70240,29.51,2024-10-19/2024-10-22,Spot
2023-04-15,Eastern Horizon,75402,Beira,Paradip,Coal,65260,17.56,2023-04-24/2023-05-01,Time Charter
2023-02-14,Eastern Navigator,77598,Beira,Gangavaram,Coal,68562,22.45,2023-02-25/2023-03-02,COA
2022-10-17,Star Legacy,169383,Nacala,Dhamra,Coal,144505,22.89,2022-10-25/2022-10-30,Spot
2021-05-25,Golden Discovery,80747,Baltimore,Haldia,Coal,74571,32.73,2021-06-08/2021-06-14,COA
2022-04-20,Bay Endeavour,179500,Muara Pantai,Gangavaram,Coal,157914,12.53,2022-05-05/2022-05-09,Time Charter
2024-01-10,Global Endeavour,77744,Novorossiysk (Black Sea),Gopalpur,Coal,71109,24.62,2024-01-28/2024-02-04,COA
2021-10-22,Star Progress,164240,Beira,Gopalpur,Coal,149927,20.38,2021-11-04/2021-11-11,Spot
2021-03-26,Grand Trader,81227,Nacala,Vizag,Coal,69225,23.23,2021-04-16/2021-04-20,COA
2020-11-26,Silver Navigator,79332,Dalrymple Bay,Gangavaram,Coal,71853,17.48,2020-12-07/2020-12-12,Time Charter
2020-12-26,Western Horizon,165144,Taboneo,Vizag,Coal,140534,11.62,2021-01-13/2021-01-16,Time Charter
2025-01-04,Atlantic Harmony,176814,Novorossiysk (Black Sea),Paradip,Coal,158833,23.77,2025-01-13/2025-01-16,Time Charter
2025-02-03,Global Pioneer,79520,Taboneo,Gopalpur,Coal,74272,10.19,2025-02-10/2025-02-13,COA
2025-03-05,Cape Pride,167873,New Orleans,Gopalpur,Coal,157466,30.98,2025-03-19/2025-03-22,Time Charter
2022-01-20,Eastern Progress,155030,Beira,Gangavaram,Coal,132186,21.87,2022-02-08/2022-02-13,Spot
2023-03-16,Global Pride,157763,Novorossiysk (Black Sea),Haldia,Coal,143720,21.07,2023-03-30/2023-04-04,Spot
2025-06-03,Sea Progress,178610,Vostochny (Far East),Gopalpur,Coal,152595,22.9,2025-06-17/2025-06-23,COA
2021-07-24,Western Pride,162407,New Orleans,Paradip,Coal,153515,30.68,2021-08-01/2021-08-04,Spot
2022-07-19,Eastern Legacy,74670,Vostochny (Far East),Vizag,Coal,65766,19.74,2022-08-05/2022-08-12,Spot
2025-08-02,Golden Glory,165217,Ust-Luga (Baltic),Vizag,Coal,142759,22.72,2025-08-11/2025-08-17,Time Charter
2023-03-16,Global Pioneer,80738,Hampton Roads,Gangavaram,Coal,71129,31.48,2023-03-27/2023-03-30,Spot
2025-06-03,Western Voyager,152420,Ust-Luga (Baltic),Vizag,Coal,146578,19.72,2025-06-10/2025-06-14,Time Charter
2024-05-09,Northern Progress,75877,Gladstone,Haldia,Coal,72572,17.03,2024-05-16/2024-05-20,Spot
2024-11-05,Sea Progress,161569,Taboneo,Gopalpur,Coal,143158,8.4,2024-11-25/2024-12-02,Spot
2021-02-24,Southern Legacy,161794,Hay Point,Gangavaram,Coal,146659,14.8,2021-03-10/2021-03-15,COA
2025-02-03,Sea Legacy,79584,New Orleans,Paradip,Coal,68183,37.19,2025-02-13/2025-02-17,Spot
2023-08-13,Northern Eagle,81821,Newcastle,Gangavaram,Coal,73242,17.87,2023-08-24/2023-08-27,Spot
2020-05-30,Sea Harmony,79922,Nacala,Dhamra,Coal,74423,20.56,2020-06-15/2020-06-22,COA
2025-02-03,Coral Glory,161162,Dalrymple Bay,Dhamra,Coal,144650,17.19,2025-02-22/2025-02-28,Time Charter
2024-05-09,Golden Spirit,76323,Hay Point,Gangavaram,Coal,73780,16.08,2024-05-26/2024-05-31,Spot
2021-08-23,Blue Fortune,76961,Ust-Luga (Baltic),Haldia,Coal,68811,24.01,2021-08-30/2021-09-06,COA
2023-02-14,Royal Harmony,77574,Nacala,Haldia,Coal,74368,22.14,2023-02-21/2023-02-27,Spot
2020-08-28,Silver Legacy,181508,Taboneo,Vizag,Coal,173090,9.98,2020-09-18/2020-09-25,Time Charter
2020-10-27,Bay Voyager,181656,Samarinda,Gopalpur,Coal,163299,9.69,2020-11-14/2020-11-20,Time Charter
2024-07-08,Trade Endeavour,76106,Nacala,Dhamra,Coal,68618,19.06,2024-07-15/2024-07-18,COA
2025-10-01,Blue Pioneer,81620,Nacala,Gangavaram,Coal,71584,23.17,2025-10-18/2025-10-25,COA
2025-08-02,Silver Pride,81048,Ust-Luga (Baltic),Gangavaram,Coal,76548,17.32,2025-08-22/2025-08-29,COA
2025-01-04,Cape Falcon,167684,Beira,Gopalpur,Coal,149795,25.7,2025-01-22/2025-01-25,Spot
2025-10-01,Star Glory,81483,Gladstone,Gangavaram,Coal,71182,18.91,2025-10-17/2025-10-23,COA
2022-05-20,Global Spirit,81721,Newcastle,Dhamra,Coal,77331,17.71,2022-06-03/2022-06-06,Spot
2020-06-29,Eastern Fortune,162964,Nacala,Gopalpur,Coal,147709,19.93,2020-07-07/2020-07-10,Spot
2025-08-02,Western Falcon,170941,Dalrymple Bay,Dhamra,Coal,146156,17.37,2025-08-22/2025-08-25,Spot
2020-05-30,Trade Horizon,171835,Novorossiysk (Black Sea),Paradip,Coal,157376,22.64,2020-06-18/2020-06-25,COA
2022-11-16,Crown Horizon,79138,Vostochny (Far East),Paradip,Coal,76188,24.01,2022-11-24/2022-11-27,COA
2022-04-20,Grand Legacy,166427,Dalrymple Bay,Vizag,Coal,155254,15.97,2022-05-04/2022-05-07,Time Charter
2020-11-26,Sea Pride,151568,Dalrymple Bay,Dhamra,Coal,145393,17.07,2020-12-09/2020-12-12,COA
2024-03-10,Blue Spirit,79294,Beira,Gangavaram,Coal,74019,20.09,2024-03-17/2024-03-20,Spot
2025-01-04,Blue Legacy,78336,Newcastle,Dhamra,Coal,68182,15.34,2025-01-19/2025-01-24,Spot
2020-04-30,Pacific Falcon,76541,Beira,Haldia,Coal,66940,18.84,2020-05-11/2020-05-15,Spot
2022-08-18,Golden Spirit,150087,Newcastle,Gangavaram,Coal,128181,16.02,2022-08-30/2022-09-04,Spot
2025-08-02,Western Legacy,173304,Newcastle,Vizag,Coal,164404,16.11,2025-08-13/2025-08-17,Spot
2024-10-06,Blue Horizon,75440,Taboneo,Gangavaram,Coal,66899,11.09,2024-10-22/2024-10-25,Time Charter
2022-03-21,Southern Horizon,168291,Nacala,Gangavaram,Coal,151925,21.18,2022-04-01/2022-04-07,Time Charter
2024-05-09,Bay Phoenix,175721,Hampton Roads,Dhamra,Coal,159920,31.91,2024-05-26/2024-05-29,Spot
2025-03-05,Star Fortune,176926,Dalrymple Bay,Vizag,Coal,164130,15.95,2025-03-21/2025-03-24,Time Charter
2022-02-19,Royal Harmony,81223,Samarinda,Gopalpur,Coal,72008,11.99,2022-03-03/2022-03-07,Spot
2025-02-03,Coral Spirit,168589,Samarinda,Vizag,Coal,149496,10.29,2025-02-11/2025-02-17,Spot
2022-06-19,Eastern Endeavour,179769,Muara Pantai,Paradip,Coal,169732,11.87,2022-06-26/2022-06-29,COA
2024-02-09,Silver Horizon,154362,Nacala,Vizag,Coal,132439,21.06,2024-02-27/2024-03-02,Spot
2020-07-29,Cape Spirit,79035,Hampton Roads,Paradip,Coal,75454,34.96,2020-08-19/2020-08-23,Spot
2022-02-19,Northern Pioneer,170763,Hampton Roads,Haldia,Coal,147881,34.56,2022-03-03/2022-03-07,Spot
2021-05-25,Grand Fortune,155941,Novorossiysk (Black Sea),Paradip,Coal,135576,21.92,2021-06-06/2021-06-12,Spot
2021-05-25,Royal Fortune,79357,Samarinda,Gopalpur,Coal,69198,11.24,2021-06-10/2021-06-15,COA
2023-08-13,Global Progress,77497,Beira,Gangavaram,Coal,68564,18.47,2023-09-02/2023-09-09,Spot
2024-06-08,Golden Endeavour,150172,New Orleans,Haldia,Coal,144306,28.74,2024-06-21/2024-06-28,Spot
2024-10-06,Eastern Legacy,163579,Newcastle,Gangavaram,Coal,150489,17.87,2024-10-24/2024-10-31,Spot
2023-01-15,Western Phoenix,180782,Gladstone,Gopalpur,Coal,154707,13.5,2023-02-05/2023-02-10,Spot
2020-06-29,Blue Glory,151452,Hay Point,Dhamra,Coal,141034,15.62,2020-07-15/2020-07-21,Time Charter
2021-12-21,Trade Harmony,164509,Nacala,Paradip,Coal,140470,18.13,2022-01-01/2022-01-05,Time Charter
2022-06-19,Bay Falcon,168240,Novorossiysk (Black Sea),Gopalpur,Coal,144301,21.34,2022-07-06/2022-07-12,Spot
2025-08-02,Northern Legacy,78974,Nacala,Dhamra,Coal,73399,19.1,2025-08-18/2025-08-24,Spot
2024-05-09,Northern Spirit,78154,Ust-Luga (Baltic),Haldia,Coal,74886,24.26,2024-05-18/2024-05-25,Spot
2022-10-17,Sea Trader,74501,Ust-Luga (Baltic),Gopalpur,Coal,69968,23.34,2022-11-01/2022-11-08,Spot
2024-02-09,Southern Glory,76637,Ust-Luga (Baltic),Gopalpur,Coal,72723,27.13,2024-02-24/2024-02-29,Spot
2023-01-15,Blue Discovery,174598,Baltimore,Paradip,Coal,168512,34.46,2023-01-26/2023-02-02,Spot
2021-12-21,Sea Harmony,162673,Gladstone,Paradip,Coal,142067,16.0,2021-12-31/2022-01-04,Time Charter
2020-03-01,Northern Discovery,151995,Beira,Vizag,Coal,136679,18.4,2020-03-13/2020-03-17,Spot
2021-06-24,Northern Horizon,78697,Baltimore,Gopalpur,Coal,73280,30.49,2021-07-12/2021-07-18,COA
2022-11-16,Trade Harmony,171634,Newcastle,Vizag,Coal,163680,15.04,2022-12-07/2022-12-10,Spot
2023-08-13,Western Spirit,80686,Beira,Haldia,Coal,78105,19.37,2023-08-31/2023-09-03,Time Charter
2022-07-19,Golden Eagle,75508,Beira,Gangavaram,Coal,72096,20.66,2022-08-07/2022-08-14,Spot
2023-05-15,Cape Horizon,77314,Newcastle,Gangavaram,Coal,69502,15.39,2023-05-26/2023-05-29,COA
2023-03-16,Sea Horizon,76219,Muara Pantai,Vizag,Coal,73210,11.52,2023-03-23/2023-03-30,COA
2024-10-06,Trade Trader,74695,Ust-Luga (Baltic),Gopalpur,Coal,67478,21.01,2024-10-15/2024-10-20,Time Charter
2021-07-24,Sea Navigator,168872,Novorossiysk (Black Sea),Gangavaram,Coal,156710,21.96,2021-08-12/2021-08-16,Spot
2023-04-15,Grand Glory,173723,Beira,Paradip,Coal,153939,20.28,2023-05-03/2023-05-06,COA
2022-11-16,Royal Harmony,74629,Hampton Roads,Gangavaram,Coal,64159,31.89,2022-12-02/2022-12-06,Spot
2021-03-26,Eastern Pioneer,168092,Gladstone,Paradip,Coal,145808,17.28,2021-04-16/2021-04-20,COA
2021-04-25,Blue Navigator,80516,Samarinda,Gopalpur,Coal,71083,11.14,2021-05-15/2021-05-19,Time Charter
2022-03-21,Ocean Venture,155406,Gladstone,Haldia,Coal,139913,15.48,2022-03-30/2022-04-06,Spot
2020-11-26,Pacific Discovery,74498,Nacala,Gangavaram,Coal,71343,18.99,2020-12-06/2020-12-13,Spot
2020-06-29,Royal Horizon,162564,Hay Point,Haldia,Coal,145862,14.63,2020-07-11/2020-07-16,Spot
2020-03-31,Western Pride,159038,Hampton Roads,Gangavaram,Coal,136401,31.53,2020-04-21/2020-04-28,COA
2022-12-16,Golden Harmony,151003,Samarinda,Haldia,Coal,140183,8.66,2023-01-03/2023-01-07,Spot
2024-10-06,Ocean Trader,81894,Dalrymple Bay,Haldia,Coal,79213,19.13,2024-10-23/2024-10-29,COA
2021-11-21,Global Horizon,78822,Vostochny (Far East),Haldia,Coal,74395,25.72,2021-12-11/2021-12-16,Spot
2024-08-07,Northern Horizon,176155,Hay Point,Vizag,Coal,150055,15.58,2024-08-22/2024-08-29,Spot
2024-06-08,Cape Trader,75061,Dalrymple Bay,Gopalpur,Coal,72441,17.12,2024-06-17/2024-06-20,Spot
2020-04-30,Global Harmony,80305,Vostochny (Far East),Gangavaram,Coal,71536,24.31,2020-05-20/2020-05-27,Spot
2020-06-29,Crown Eagle,81488,Novorossiysk (Black Sea),Gangavaram,Coal,75831,19.94,2020-07-19/2020-07-24,Time Charter
2021-02-24,Western Navigator,157212,Gladstone,Haldia,Coal,136930,15.41,2021-03-05/2021-03-10,Spot
2023-09-12,Pacific Venture,75656,Hampton Roads,Dhamra,Coal,65817,29.39,2023-09-24/2023-10-01,Time Charter
2021-08-23,Coral Fortune,168511,Ust-Luga (Baltic),Dhamra,Coal,145935,20.48,2021-09-10/2021-09-15,COA
2022-03-21,Golden Endeavour,81853,Hay Point,Paradip,Coal,78320,16.49,2022-04-01/2022-04-08,Spot
2021-11-21,Eastern Progress,74929,Ust-Luga (Baltic),Dhamra,Coal,65831,23.84,2021-12-01/2021-12-07,Spot
2020-08-28,Blue Horizon,156319,Hay Point,Dhamra,Coal,149020,14.71,2020-09-06/2020-09-11,Time Charter
2022-01-20,Star Falcon,79980,Beira,Gopalpur,Coal,69547,21.74,2022-02-04/2022-02-07,COA
2024-08-07,Grand Phoenix,178149,Samarinda,Gangavaram,Coal,155177,10.41,2024-08-28/2024-09-01,COA
2025-10-31,Southern Legacy,167284,Gladstone,Dhamra,Coal,157064,18.49,2025-11-14/2025-11-18,Spot
2023-10-12,Crown Navigator,79284,Ust-Luga (Baltic),Haldia,Coal,73640,22.15,2023-10-31/2023-11-07,Spot
2025-04-04,Blue Navigator,81624,New Orleans,Gopalpur,Coal,79080,30.03,2025-04-13/2025-04-20,Spot
2024-02-09,Grand Voyager,80333,Muara Pantai,Haldia,Coal,74745,11.47,2024-02-16/2024-02-22,Spot
2024-06-08,Western Endeavour,161948,Beira,Vizag,Coal,144305,22.16,2024-06-16/2024-06-19,COA
2021-11-21,Sea Phoenix,173444,Beira,Vizag,Coal,154389,21.25,2021-12-03/2021-12-07,Spot
2024-07-08,Royal Voyager,162841,Hampton Roads,Haldia,Coal,144447,31.08,2024-07-23/2024-07-30,Spot
2021-09-22,Star Spirit,77979,Dalrymple Bay,Gopalpur,Coal,75584,14.44,2021-10-02/2021-10-05,Spot
2020-10-27,Ocean Voyager,74109,Vostochny (Far East),Dhamra,Coal,65198,18.22,2020-11-16/2020-11-23,Spot
2024-05-09,Sea Progress,81218,Newcastle,Vizag,Coal,76867,16.75,2024-05-27/2024-06-02,Spot
2022-10-17,Blue Fortune,170035,Beira,Gangavaram,Coal,154714,22.54,2022-10-27/2022-11-01,COA
2022-10-17,Trade Voyager,155942,Dalrymple Bay,Dhamra,Coal,143824,16.87,2022-10-28/2022-11-03,Time Charter
2024-03-10,Pacific Trader,161283,New Orleans,Haldia,Coal,144113,32.66,2024-03-20/2024-03-25,Spot
2024-07-08,Grand Glory,170919,Baltimore,Paradip,Coal,147954,29.7,2024-07-18/2024-07-25,Spot
2025-09-01,Global Phoenix,159781,Nacala,Dhamra,Coal,151885,22.83,2025-09-15/2025-09-19,Spot
2025-09-01,Northern Harmony,77687,Novorossiysk (Black Sea),Haldia,Coal,68977,18.0,2025-09-08/2025-09-11,Time Charter
2021-10-22,Blue Discovery,78932,Beira,Gangavaram,Coal,72544,20.43,2021-11-02/2021-11-08,Spot
2022-10-17,Northern Harmony,151847,Vostochny (Far East),Gopalpur,Coal,136170,21.45,2022-10-28/2022-10-31,Spot
2023-12-11,Star Horizon,77406,Ust-Luga (Baltic),Dhamra,Coal,72928,21.91,2023-12-20/2023-12-26,Spot
2025-07-03,Pacific Legacy,157590,Vostochny (Far East),Gopalpur,Coal,136698,22.18,2025-07-14/2025-07-19,Spot
2022-01-20,Pacific Venture,166151,Hampton Roads,Haldia,Coal,156601,33.19,2022-01-29/2022-02-02,Time Charter
2023-10-12,Royal Trader,74584,Baltimore,Haldia,Coal,64846,31.68,2023-11-02/2023-11-09,Spot
2024-04-09,Trade Venture,171773,Novorossiysk (Black Sea),Paradip,Coal,161017,23.33,2024-04-18/2024-04-23,COA
2020-09-27,Global Glory,171678,Taboneo,Gopalpur,Coal,159822,9.19,2020-10-13/2020-10-20,Spot
2025-06-03,Cape Phoenix,74995,Baltimore,Gopalpur,Coal,64532,37.19,2025-06-13/2025-06-16,Spot
2020-11-26,Eastern Endeavour,173859,New Orleans,Haldia,Coal,148578,32.72,2020-12-17/2020-12-20,Spot
2021-12-21,Grand Progress,78240,Novorossiysk (Black Sea),Dhamra,Coal,73590,21.6,2022-01-08/2022-01-15,Spot
2021-09-22,Coral Trader,160479,Dalrymple Bay,Paradip,Coal,146679,14.11,2021-10-09/2021-10-15,Time Charter
2021-06-24,Silver Endeavour,77122,Novorossiysk (Black Sea),Gangavaram,Coal,73049,19.02,2021-07-13/2021-07-19,COA
2025-10-01,Southern Endeavour,76189,Vostochny (Far East),Paradip,Coal,67704,22.9,2025-10-15/2025-10-20,COA
2022-11-16,Grand Legacy,79701,Nacala,Haldia,Coal,76418,20.97,2022-11-23/2022-11-30,Spot
2025-08-02,Blue Trader,77603,Taboneo,Vizag,Coal,71545,10.73,2025-08-18/2025-08-24,COA
2025-08-02,Star Navigator,155313,Gladstone,Haldia,Coal,148047,15.52,2025-08-22/2025-08-26,Spot
2023-04-15,Global Navigator,151967,Novorossiysk (Black Sea),Haldia,Coal,136366,27.31,2023-04-26/2023-05-02,Spot
2023-01-15,Crown Pride,76811,Samarinda,Gangavaram,Coal,67485,11.67,2023-02-03/2023-02-08,COA
2020-10-27,Silver Venture,153790,Newcastle,Vizag,Coal,145932,14.36,2020-11-15/2020-11-21,Spot
2020-01-01,Cape Harmony,153879,Nacala,Gangavaram,Coal,139692,19.62,2020-01-17/2020-01-20,Spot
2022-06-19,Atlantic Spirit,75738,Beira,Vizag,Coal,67689,21.87,2022-06-28/2022-07-04,Spot
2021-04-25,Golden Discovery,80077,New Orleans,Gopalpur,Coal,77443,35.36,2021-05-11/2021-05-14,Spot
2022-12-16,Golden Navigator,165383,Vostochny (Far East),Vizag,Coal,149128,21.8,2022-12-29/2023-01-02,Time Charter
2023-03-16,Bay Pioneer,179852,Beira,Paradip,Coal,166227,19.94,2023-03-23/2023-03-27,COA
2021-05-25,Royal Discovery,168303,Hampton Roads,Gangavaram,Coal,147388,32.68,2021-06-07/2021-06-11,Time Charter
2022-09-17,Bay Falcon,180386,Beira,Haldia,Coal,160296,19.84,2022-10-08/2022-10-12,Spot
2022-03-21,Sea Falcon,74647,Vostochny (Far East),Dhamra,Coal,65840,20.28,2022-04-07/2022-04-12,Spot
2021-10-22,Coral Pride,76383,Baltimore,Vizag,Coal,73313,33.4,2021-11-02/2021-11-06,COA
2022-04-20,Sea Fortune,78179,Taboneo,Vizag,Coal,67280,8.72,2022-04-30/2022-05-03,Spot
2020-12-26,Northern Voyager,172289,Ust-Luga (Baltic),Gopalpur,Coal,164132,20.6,2021-01-04/2021-01-10,Spot
2022-11-16,Crown Glory,153385,Samarinda,Paradip,Coal,140639,9.03,2022-12-02/2022-12-07,Spot
2020-09-27,Trade Endeavour,167391,Nacala,Dhamra,Coal,153648,21.75,2020-10-15/2020-10-22,Spot
2024-04-09,Atlantic Harmony,75189,Dalrymple Bay,Haldia,Coal,69787,16.4,2024-04-17/2024-04-23,Spot
2021-12-21,Southern Progress,79071,Beira,Haldia,Coal,74225,21.69,2022-01-03/2022-01-07,Spot
2021-10-22,Bay Falcon,158334,Muara Pantai,Vizag,Coal,142158,12.05,2021-10-29/2021-11-04,Spot
2023-06-14,Blue Discovery,78389,Samarinda,Paradip,Coal,75564,9.71,2023-06-28/2023-07-04,Spot
2022-02-19,Cape Venture,173316,Nacala,Gopalpur,Coal,159409,22.99,2022-03-08/2022-03-13,Spot
2021-04-25,Global Harmony,177990,Nacala,Vizag,Coal,158997,20.98,2021-05-10/2021-05-17,Spot
